ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849785940010000,present,🚧,701,🚧Lavori stradali,"44.3323177565,10.8329540097","44.3312971827,10.83380427","44.3318121484,10.8330908024",12,"[[10.8329540097,44.3323177565],[10.8329714441,44.3321420263],[10.832983514,44.3320481953],[10.8330009484,44.3319690535],[10.8330130183,44.331930142],[10.8330358171,44.3318845754],[10.8330908024,44.3318121484],[10.8332115018,44.3316847414],[10.8333831632,44.3315371888],[10.8336232209,44.331399109],[10.8337828123,44.3313065359],[10.83380427,44.3312971827]]",LineString,05/05/2025,13:01:00,,,S. Antonio (Pavullo Nel Frignano),,S. Antonio (Pavullo Nel Frignano),,SS12,18/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849786012002000,present,🚧,701,🚧Lavori stradali,"44.3310369701,10.8342508578","44.3311938772,10.8339812958","44.3311670765,10.8340282344",3,"[[10.8342508578,44.3310369701],[10.8340282344,44.3311670765],[10.8339812958,44.3311938772]]",LineString,25/3/2025,20:20:30,,,Pavullo nel Frignano,,S. Antonio (Pavullo Nel Frignano),,SS12,26/01/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849785952006000,present,🚧,701,🚧Lavori stradali,"44.3313601971,10.8342857265","44.3311134152,10.8343997204","44.3312341082,10.8343393707",3,"[[10.8342857265,44.3313601971],[10.8343393707,44.3312341082],[10.8343997204,44.3311134152]]",LineString,6/5/2025,20:15:30,,,S. Antonio (Pavullo Nel Frignano),,Pavullo nel Frignano,,,27/01/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43549702821456001,present,⛈️⚠️,1472,👷⚠️Personale sulla carreggiata,"44.6684253756,10.8423457646","44.7290365831,10.6296573185","44.7014125229,10.7472198808",324,"[[10.8423457646,44.6684253756],[10.8413573706,44.6687659919],[10.8408799374,44.6689296229],[10.8404025042,44.6690931938],[10.8401973152,44.6691643089],[10.8389849567,44.6695921301],[10.8383667075,44.6698013005],[10.8382755124,44.6698361721],[10.8375982546,44.6700722254],[10.836422106,44.6704785807],[10.8363014066,44.6705201281],[10.8359835648,44.6706287949],[10.8353693389,44.670843386],[10.8351185524,44.6709292222],[10.8347993695,44.6710364576],[10.8344345891,44.6711612177],[10.834138205,44.6712617767],[10.8337747657,44.6713865363],[10.8328869545,44.6716909533],[10.8319790267,44.6720047867],[10.8312306904,44.6722662835],[10.8311408364,44.6722984713],[10.8309356474,44.6723682114],[10.8306634032,44.6724634036],[10.8302543663,44.6726042545],[10.8299821221,44.672698135],[10.8295945429,44.6728295674],[10.8290956521,44.6730038565],[10.8289306962,44.673058873],[10.8286141955,44.6731701578],[10.8285270237,44.6731996628],[10.8282547795,44.6732935423],[10.8280750715,44.6733552345],[10.8275305831,44.6735483574],[10.8272583389,44.6736422364],[10.8266213142,44.6738621808],[10.8252587521,44.6743329424],[10.8240329825,44.6747594141],[10.8233530426,44.6749967587],[10.8226731026,44.6752354732],[10.8221970105,44.6754017681],[10.8218134546,44.6755372475],[10.8217168951,44.6755694335],[10.8216324055,44.6755989373],[10.8212461674,44.6757343566],[10.8198836052,44.6762064143],[10.818136146,44.6768139445],[10.8175675177,44.677009738],[10.8172282183,44.677129121],[10.8163430893,44.6774362496],[10.8161499702,44.6774992486],[10.8159488046,44.6775689825],[10.8157060646,44.6776548087],[10.8154552781,44.6777433169],[10.8146854841,44.6780102115],[10.8145312571,44.6780638525],[10.8135401809,44.6784085245],[10.8132840299,44.6784984024],[10.8130788409,44.6785708171],[10.8128843808,44.6786364969],[10.8123452568,44.678828291],[10.8122098052,44.678875256],[10.8118141794,44.6790120385],[10.8114547634,44.6791380926],[10.8111369216,44.6792494252],[10.8108995461,44.679329885],[10.8107131326,44.679392882],[10.8104958736,44.6794679776],[10.8101981484,44.6795712637],[10.8097984993,44.6797120972],[10.8094377422,44.6798395206],[10.8089804255,44.6799977564],[10.8088235163,44.6800527068],[10.8085164034,44.6801600445],[10.8080805444,44.6803115448],[10.8077238106,44.6804362849],[10.8075722658,44.6804872418],[10.8074032866,44.6805476151],[10.8071297013,44.680640112],[10.8067823553,44.6807621695],[10.8065154755,44.6808587187],[10.8062834644,44.680937865],[10.8060299956,44.6810344139],[10.8058046901,44.6811135601],[10.8055713379,44.6811980103],[10.8051864409,44.6813307942],[10.8046312236,44.6815225794],[10.8038815462,44.6817827816],[10.803724637,44.6818350484],[10.8035730922,44.6818913678],[10.8031144344,44.6820482868],[10.8022118711,44.6823648056],[10.801839044,44.6824908524],[10.8015788698,44.6825820351],[10.8012798035,44.6826839449],[10.8008573555,44.6828328164],[10.8006012046,44.6829226873],[10.8003866279,44.6829937854],[10.8000728094,44.6831051107],[10.7998461627,44.6831882469],[10.7995296621,44.6832955193],[10.7991098964,44.6834417074],[10.798758527,44.6835677519],[10.7984956705,44.6836629853],[10.7982395195,44.6837488025],[10.7979659342,44.6838440356],[10.7977111244,44.6839298526],[10.7975112998,44.6840009494],[10.7967911267,44.6842504135],[10.7965363168,44.6843362298],[10.7961903119,44.6844569089],[10.7959274554,44.6845480884],[10.795704832,44.6846218662],[10.7956645989,44.6846379567],[10.7951630258,44.6848109588],[10.7950262331,44.6848565483],[10.7946507239,44.6849839604],[10.794280579,44.6851154245],[10.7940163814,44.6852025506],[10.7937240207,44.6853031448],[10.7932103776,44.6854788266],[10.7924821579,44.685730966],[10.7920972609,44.6858664212],[10.7918102645,44.6859629619],[10.7916198277,44.6860313746],[10.7914119565,44.6861010982],[10.7911008202,44.6862084248],[10.7909144067,44.6862767776],[10.7907481098,44.6863290999],[10.7904825711,44.6864229581],[10.7901164495,44.6865530484],[10.789711436,44.6866898723],[10.788992604,44.6869406358],[10.7888920211,44.6869754971],[10.7887672984,44.6870170923],[10.7885419928,44.6870962302],[10.78844141,44.6871310914],[10.7879680001,44.6872946706],[10.7875643277,44.6874354853],[10.7870976233,44.6875991232],[10.7866295778,44.6877587085],[10.7862352931,44.6878968405],[10.7861467802,44.6879277086],[10.7859617078,44.6879906962],[10.7857793176,44.6880537434],[10.785618385,44.6881141088],[10.7852375113,44.6882481879],[10.7793902957,44.6902411021],[10.7791542613,44.6903255986],[10.7789745533,44.6903899541],[10.7774993383,44.6908968705],[10.7745904827,44.6919053868],[10.7696471714,44.6936448201],[10.7634995484,44.6957771515],[10.7634016477,44.6958106966],[10.7624655568,44.6961352434],[10.7604498767,44.6968353335],[10.7577891254,44.6977566393],[10.7546723985,44.6988349231],[10.7530791663,44.6993887736],[10.7506061696,44.7002430728],[10.7490920626,44.7007700998],[10.7472198808,44.7014125229],[10.7469757997,44.7014996841],[10.7461349272,44.7017907169],[10.744553765,44.7023405475],[10.7440253698,44.7025162372],[10.7438134753,44.7025873112],[10.743129512,44.702824661],[10.7423865401,44.7030835164],[10.7417709731,44.7032940553],[10.7416033351,44.7033557751],[10.7410883509,44.7035327724],[10.7404768073,44.7037433097],[10.739998033,44.7039082717],[10.739587655,44.7040504759],[10.7393878304,44.704121548],[10.7392470145,44.7041698032],[10.7391102218,44.7042194285],[10.7388057911,44.7043226705],[10.7384316229,44.7044514695],[10.7380883002,44.7045694853],[10.7376806044,44.7047116283],[10.7376363479,44.704726343],[10.7375357651,44.7047612531],[10.7372715675,44.7048524603],[10.7364548349,44.7051340637],[10.7360404336,44.7052775754],[10.7354986274,44.7054666601],[10.7344793879,44.7058167094],[10.7340998554,44.7059454455],[10.7334467375,44.7061734287],[10.7324288391,44.7065247843],[10.7321552538,44.7066186694],[10.7318830096,44.7067165456],[10.7316147887,44.7068077497],[10.7314753138,44.7068573727],[10.7307953738,44.7070907137],[10.7304533922,44.7072074136],[10.7298364841,44.7074206182],[10.7284779453,44.7078900349],[10.7282673918,44.7079651531],[10.7279991709,44.7080563552],[10.7276907169,44.7081609605],[10.7273916506,44.7082655655],[10.7271864616,44.7083352624],[10.7267653548,44.7084814468],[10.7262087964,44.7086665299],[10.7259647154,44.7087483189],[10.7256280982,44.708863705],[10.7247563802,44.709137247],[10.7233361506,44.7095529784],[10.722661575,44.709738058],[10.7223558032,44.7098199051],[10.7220057749,44.7099111043],[10.7217603528,44.7099741275],[10.7213311993,44.7100814099],[10.7209449612,44.7101752892],[10.7204635047,44.7102919233],[10.7200571501,44.7103844918],[10.7195636236,44.7104944539],[10.7177866601,44.7108404818],[10.7155845665,44.7112883671],[10.7139658534,44.7116209878],[10.7039424383,44.713683622],[10.7037680947,44.7137225176],[10.702565124,44.7139692328],[10.7025074565,44.7139800139],[10.7010402881,44.7142830754],[10.6996710204,44.7145620122],[10.6984251343,44.714815514],[10.6976446115,44.7149750838],[10.696354469,44.7152406156],[10.6960165106,44.7153076833],[10.6953245007,44.7154471791],[10.6948081755,44.715551771],[10.6946163975,44.7155906653],[10.6934858464,44.7158199804],[10.692132672,44.7160989097],[10.6907365822,44.7163845681],[10.6899346017,44.7165481838],[10.689116528,44.7167144792],[10.6852380537,44.7175097961],[10.6845219039,44.7176600075],[10.6842442953,44.7177176619],[10.6840779983,44.7177525046],[10.6833189332,44.7179027154],[10.682700684,44.7180327945],[10.6797140442,44.718648403],[10.6786264085,44.7188669854],[10.6773590647,44.7191338691],[10.6765624487,44.7192961071],[10.676156094,44.719379251],[10.6759468817,44.7194221927],[10.675796678,44.719453044],[10.6669212483,44.7212662147],[10.6647137903,44.7217168184],[10.662476828,44.7221674187],[10.6607736253,44.7225214763],[10.6582107746,44.7230337691],[10.6579787635,44.723079388],[10.6578406297,44.7231209573],[10.657151302,44.7232497144],[10.6569675707,44.7232859236],[10.6569353842,44.7232925937],[10.6553394698,44.7236171651],[10.6551047765,44.7236667738],[10.654558947,44.7237780804],[10.6538696193,44.7239202357],[10.6531843149,44.7240597108],[10.6521811687,44.724263563],[10.6516608202,44.7243668287],[10.651210209,44.7244607444],[10.6506509685,44.7245747294],[10.6505892777,44.7245867592],[10.650003215,44.7247101533],[10.6494842075,44.7248134183],[10.6493433916,44.7248442667],[10.6492736541,44.7248590359],[10.6491073572,44.7248911944],[10.6488404774,44.7249462213],[10.6482772135,44.7250655651],[10.6479057275,44.7251420307],[10.6474765741,44.7252305259],[10.6465190255,44.7254316941],[10.6461233996,44.7255107795],[10.6459383272,44.7255510369],[10.6456231677,44.7256140431],[10.6451819443,44.7257025971],[10.6449432277,44.7257508342],[10.6447045111,44.7258005006],[10.6442901098,44.7258836351],[10.6435001992,44.726044544],[10.6428108715,44.7261866938],[10.6410017215,44.726559545],[10.6407227718,44.7266185602],[10.6405283116,44.7266561369],[10.6404545509,44.7266695359],[10.6400763594,44.7267432601],[10.6397746109,44.7268076347],[10.6393991016,44.7268867778],[10.6380660438,44.727157674],[10.6374933921,44.7272757031],[10.6372211479,44.7273320378],[10.6371527516,44.7273481164],[10.6370883786,44.727364195],[10.6369006239,44.7273990915],[10.6367370092,44.7274339285],[10.6365452312,44.7274754946],[10.6361496054,44.7275560064],[10.6358049416,44.7276270497],[10.6346663438,44.7278791843],[10.6343417965,44.727947607],[10.6331938111,44.7281917009],[10.632653346,44.7283217569],[10.6324857079,44.7283686818],[10.6321611606,44.7284465127],[10.6318848931,44.7285121955],[10.6316381299,44.7285725188],[10.6312398218,44.7286623783],[10.6305451297,44.7288233391],[10.6304686867,44.728842097],[10.6300556265,44.7289453546],[10.6296573185,44.7290365831]]",LineString,07/05/2025,08:08:30,,,Campogalliano,,San Martino in Rio,,A1,03/10/1949,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43601640708000000,present,🚗🚙🚚,115,🚗🐢🚙Rallentamenti,"44.6719725988,10.8449957871","44.6681249354,10.8425120615","44.6706783894,10.8442622029",19,"[[10.8449957871,44.6719725988],[10.8449622595,44.6718478404],[10.8448657,44.6716614475],[10.8447490239,44.6714522242],[10.8446752631,44.6713181063],[10.8445921146,44.6711759409],[10.8445089662,44.67103914],[10.8444405698,44.6709385807],[10.8443587625,44.6708232383],[10.8442622029,44.6706783894],[10.8430578911,44.668924258],[10.8428714776,44.6686600637],[10.842839291,44.6686023604],[10.8428057634,44.6685540756],[10.8427561426,44.6684789659],[10.8426475131,44.6683261232],[10.842556318,44.6681946806],[10.8425241315,44.6681424015],[10.8425120615,44.6681249354]]",LineString,07/05/2025,11:31:00,07/05/2025,13:23:06,Campogalliano,,Campogalliano,,E45,15/04/1901,35,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43670890584011000,present,🚧,701,🚧Lavori stradali,"44.5754183926,10.8482774698","44.5749570978,10.8482130968","44.5751435029,10.8482265079",5,"[[10.8482774698,44.5754183926],[10.8482426011,44.5752641703],[10.8482265079,44.5751435029],[10.848215779,44.5750402099],[10.8482130968,44.5749570978]]",LineString,07/05/2025,01:15:30,,,Formigine,,Formigine,,SP3,19/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43595869904016000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.678856482,10.848407557","44.6719725988,10.8449957871","44.6758939745,10.8471013212",32,"[[10.848407557,44.678856482],[10.8482653999,44.6784353449],[10.8481943213,44.6782489136],[10.8481581115,44.6781188642],[10.8480977618,44.6779485242],[10.8480441176,44.6778211563],[10.8479596281,44.6776105844],[10.8477624857,44.6771666703],[10.8477249348,44.6770808433],[10.847702136,44.6770258305],[10.847637763,44.6769024539],[10.8475009703,44.6766436602],[10.8472837114,44.6762332356],[10.8472635948,44.6761930036],[10.847188493,44.6760414925],[10.8471428954,44.6759569752],[10.8471013212,44.6758939745],[10.8468384647,44.6754380073],[10.8467070365,44.6751992936],[10.8464844131,44.674768772],[10.8462953174,44.6744039914],[10.8461987578,44.6742269648],[10.8461169505,44.6740687132],[10.846033802,44.6739037853],[10.8458701872,44.6735912735],[10.8457012081,44.673250626],[10.8455805087,44.6730253147],[10.8455402755,44.6729462171],[10.8454128706,44.6727074932],[10.8453900718,44.6726686297],[10.8451366031,44.6722246777],[10.8449957871,44.6719725988]]",LineString,07/05/2025,11:57:00,07/05/2025,12:38:06,Campogalliano,,Campogalliano,,A22,22/03/1902,91,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43474682664016000,present,🌧️,1109,🌧️⚠️Pioggia intensa,"44.842225768,10.8520942533","44.8217404377,10.8516476655","44.8346793726,10.8524992668",24,"[[10.8520942533,44.842225768],[10.8521049821,44.8420219159],[10.8521814251,44.8406405762],[10.8521921539,44.8404018903],[10.8522243404,44.8398627631],[10.8522900545,44.8386745378],[10.8523195588,44.8381353945],[10.8523664975,44.8372100842],[10.8523946607,44.8366414461],[10.8524067306,44.8364067259],[10.852437576,44.8358676208],[10.8524456226,44.8356516802],[10.8524992668,44.8346793726],[10.8525448644,44.8337795068],[10.8525690043,44.8332390694],[10.8526186251,44.8309712219],[10.8526306951,44.8303691146],[10.8526119196,44.8294718565],[10.8525193834,44.827956461],[10.8525099957,44.8276962622],[10.8523879551,44.826474495],[10.8522820079,44.825656422],[10.8520365858,44.8240591815],[10.8516476655,44.8217404377]]",LineString,07/05/2025,12:18:06,07/05/2025,12:38:06,,,,,A22,31/03/1906,53,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43691088420012000,present,🚧,701,🚧Lavori stradali,"44.5485923114,10.8539034032","44.5486110679,10.8547281825","44.5485923114,10.8544894659",5,"[[10.8539034032,44.5485923114],[10.8543030524,44.5485842473],[10.8544894659,44.5485923114],[10.854592731,44.5485882495],[10.8547281825,44.5486110679]]",LineString,29/01/2025,17:39:00,,,Fiorano Modenese,,Fiorano Modenese,,,05/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43699744724019000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.5399274123,10.8610555136","44.5365532088,10.8624516034","44.5385273181,10.8617502057",16,"[[10.8610555136,44.5399274123],[10.861060878,44.5399153443],[10.8611386621,44.5397048095],[10.8612687492,44.5393681554],[10.8614082241,44.539090586],[10.8615275824,44.5388719828],[10.8615852499,44.5387848161],[10.8616697394,44.5386533788],[10.8617502057,44.5385273181],[10.8618212843,44.5384119515],[10.8619165027,44.5382054739],[10.861959418,44.538106178],[10.8621216917,44.5376743405],[10.8622732365,44.5371593933],[10.8623711371,44.5368294758],[10.8624516034,44.5365532088]]",LineString,07/05/2025,11:46:00,07/05/2025,12:39:06,Fiorano Modenese,,Fiorano Modenese,,SP3,26/01/1901,191,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43613182432016001,present,⛈️⚠️,1472,👷⚠️Personale sulla carreggiata,"44.655293253,10.8620023334","44.6538367868,10.8628713691","44.6540956227,10.862703731",5,"[[10.8620023334,44.655293253],[10.8624636733,44.6545248072],[10.862703731,44.6540956227],[10.8627828562,44.6539736283],[10.8628713691,44.6538367868]]",LineString,7/5/2025,08:08:30,,,Modena,,Modena,,A1,23/06/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43699744724019000,present,🚧,701,🚧Lavori stradali,"44.538106178,10.861959418","44.5352791611,10.8629652464","44.5365532088,10.8624516034",9,"[[10.861959418,44.538106178],[10.8621216917,44.5376743405],[10.8622732365,44.5371593933],[10.8623711371,44.5368294758],[10.8624516034,44.5365532088],[10.8625615739,44.5362272909],[10.8626433813,44.5360087366],[10.8627171421,44.5358236401],[10.8629652464,44.5352791611]]",LineString,05/05/2025,19:14:00,,,Fiorano Modenese,,Maranello,,SP3,19/11/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43613182504016001,present,⛈️⚠️,1472,👷⚠️Personale sulla carreggiata,"44.6537295195,10.8631838464","44.6553415488,10.8621941113","44.6540835783,10.8629612231",5,"[[10.8631838464,44.6537295195],[10.8630778992,44.6539025543],[10.8629612231,44.6540835783],[10.8627251887,44.6544765107],[10.8621941113,44.6553415488]]",LineString,07/05/2025,08:08:30,,,Modena,,Modena,,A1,13/07/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43699744648019000,present,🚧,701,🚧Lavori stradali,"44.534341711,10.8633434379","44.5358236401,10.8627171421","44.5351115086,10.8630336427",5,"[[10.8633434379,44.534341711],[10.8631597066,44.5347963373],[10.8630336427,44.5351115086],[10.8629665875,44.5352764725],[10.8627171421,44.5358236401]]",LineString,29/04/2025,12:30:00,,,Maranello,,Maranello,,SP3,20/06/1900,,present,Probabile,, - 
